! GRIB2  - NCEP Local Parameter Table
!
!D#  = Discipline number
!CT# = Category number (Octet 10, Code Table 4.2)
!ID# = Parameter number (Octet 11)
!PD# = Product Definition Template number (Octet 8-9, Code Table 4.0)
!
! temperature
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
002 000 030 000 Deciduous Forest Cover           %                    DECFC            0  -9999.00
002 000 033 000 Water Runoff and Drainage        kg m**-2             WROD             0  -9999.00
002 000 034 000 Surface Water Runoff             kg m**-2             SFCWRO           0  -9999.00
002 000 192 000 Volumetric soil moisture content fraction             SOIM             0  -9999.00
002 000 192 001 Volumetric soil moisture content fraction             SOIM             0  -9999.00
002 000 192 002 Volumetric soil moisture content fraction             SOIM             0  -9999.00
002 000 193 000 Ground heat flux                 W m**-2              GHFX             0  -9999.00
002 000 193 008 Ground heat flux                 W m**-2              GHFX             0  -9999.00
002 000 194 000 Moisture availability            %                    MSAV             0  -9999.00
002 000 195 000 Exchange coefficient             kg m**-3 m s**-1     SEXC             0  -9999.00
002 000 196 000 Plant canopy surface water       kg m**-2             CSH2O            0  -9999.00
002 000 197 000 Blackadar's mixing length        m                    LBLACK           0  -9999.00
002 000 198 000 Vegetation type (SiB)            -                    VGTYP            0  -9999.00
002 000 199 000 Canopy conductance               m/s                  CCOND            0  -9999.00
002 000 200 000 Minimal stomatal resistance      s/m                  RSMIN            0  -9999.00
002 000 201 000 Wilting point (0.0-1.0)          -                    WILT             0  -9999.00
002 000 201 001 Wilting point (0.0-1.0)          -                    WILT             0  -9999.00
002 000 202 000 Solar prm in canopy conduct(0-1) -                    RCS              0  -9999.00
002 000 203 000 Temp para in canopy conductance  -                    RCT              0  -9999.00
002 000 204 000 Humidity para in canopy conduct  -                    RCQ              0  -9999.00
002 000 205 000 Soil moist prm in canopy conduct -                    RCSOL            0  -9999.00
002 000 206 000 Rate of water canopy to ground   -                    RDRIP            0  -9999.00
002 000 207 000 Ice-free water surface           %                    ICWAT            0  -9999.00
002 000 229 000 Canopy water evaporation         W m**-2              EVCW             0  -9999.00
002 000 230 000 Transpiration                    W m**-2              TRANS            0  -9999.00
!
! Soil products
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
002 003 192 000 Liquid vol soil moist (0.0-1.)   -                    SOILL            0  -9999.00
002 003 193 000 No of soil layers in root zone   Index                XXXX             0  -9999.00
002 003 194 000 Surface slope type               Index                SLTYP            0  -9999.00
002 003 195 000 Transpiration stress-onset(0.-1.)-                    SMREF            0  -9999.00
002 003 196 000 Direct evaporation cease (0.-1.) -                    SMDRY            0  -9999.00
002 003 197 000 Soil porosity (0.0-1.0)          -                    POROS            0  -9999.00
002 003 198 000 Direct Evap. from Bare Soil      W m**-2              EVBS             0  -9999.00
002 003 199 000 Land Surface Precip Accumulation kg m**-2             LSPA             0  -9999.00
002 003 199 008 Land Surface Precip Accumulation kg m**-2             LSPA             0  -9999.00
002 003 200 000 Bare Soil Surface Skin Temp      K                    BARET            0  -9999.00
002 003 201 000 Average Surface Skin Temp        K                    AVSFT            0  -9999.00
002 003 202 000 Effective Radiative Skin Temp    K                    RADT             0  -9999.00
002 003 203 000 Field capacity                   -                    FLDCP            0  -9999.00
002 003 203 001 Field capacity                   -                    FLDCP            0  -9999.00
002 004 004 000 Fosberg Index                    Numeric              FOSINDX          0  -9999.00
!
003 001 194 000 Scatterometer Wind Quality       -                    SWQI             0  -9999.00
003 192 000 000 SBT for GOES 12 Channel 2        K                    SBT122           0  -9999.00
003 192 001 000 SBT for GOES 12 Channel 3        K                    SBT123           0  -9999.00
003 192 002 000 SBT for GOES 12 Channel 4        K                    SBT124           0  -9999.00
003 192 003 000 SBT for GOES 12 Channel 6        K                    SBT126           0  -9999.00
003 192 004 000 SBC for GOES 12 Channel 3        Byte                 SBC123           0  -9999.00
003 192 005 000 SBC for GOES 12 Channel 4        Byte                 SBC124           0  -9999.00
003 192 006 000 SBT for GOES 11 Channel 2        K                    SBT112           0  -9999.00
003 192 007 000 SBT for GOES 11 Channel 3        K                    SBT113           0  -9999.00
003 192 008 000 SBT for GOES 11 Channel 4        K                    SBT114           0  -9999.00
003 192 009 000 SBT for GOES 11 Channel 5        K                    SBT115           0  -9999.00
003 192 010 000 SBT for AMSRE on Aqua Channel 9  K                    AMSRE9           0  -9999.00
003 192 011 000 SBT for AMSRE on Aqua Channel 10 K                    AMSRE10          0  -9999.00
003 192 012 000 SBT for AMSRE on Aqua Channel 11 K                    AMSRE11          0  -9999.00
003 192 013 000 SBT for AMSRE on Aqua Channel 12 K                    AMSRE12          0  -9999.00
003 192 014 000 SRF for ABI GOES16 Band-1        -                    SRFA161          0  -9999.00
003 192 015 000 SRF for ABI GOES16 Band-2        -                    SRFA162          0  -9999.00
003 192 016 000 SRF for ABI GOES16 Band-3        -                    SRFA163          0  -9999.00
003 192 017 000 SRF for ABI GOES16 Band-4        -                    SRFA164          0  -9999.00
003 192 018 000 SRF for ABI GOES16 Band-5        -                    SRFA165          0  -9999.00
003 192 019 000 SRF for ABI GOES16 Band-6        -                    SRFA166          0  -9999.00
003 192 020 000 SBT for ABI GOES16 Band-7        K                    SBTA167          0  -9999.00
003 192 021 000 SBT for ABI GOES16 Band-8        K                    SBTA168          0  -9999.00
003 192 022 000 SBT for ABI GOES16 Band-9        K                    SBTA169          0  -9999.00
003 192 023 000 SBT for ABI GOES16 Band-10       K                    SBTA1610         0  -9999.00
003 192 024 000 SBT for ABI GOES16 Band-11       K                    SBTA1611         0  -9999.00
003 192 025 000 SBT for ABI GOES16 Band-12       K                    SBTA1612         0  -9999.00
003 192 026 000 SBT for ABI GOES16 Band-13       K                    SBTA1613         0  -9999.00
003 192 027 000 SBT for ABI GOES16 Band-14       K                    SBTA1614         0  -9999.00
003 192 028 000 SBT for ABI GOES16 Band-15       K                    SBTA1615         0  -9999.00
003 192 029 000 SBT for ABI GOES16 Band-16       K                    SBTA1616         0  -9999.00
003 192 030 000 SRF for ABI GOES17 Band-1        -                    SRFA171          0  -9999.00
003 192 031 000 SRF for ABI GOES17 Band-2        -                    SRFA172          0  -9999.00
003 192 032 000 SRF for ABI GOES17 Band-3        -                    SRFA173          0  -9999.00
003 192 033 000 SRF for ABI GOES17 Band-4        -                    SRFA174          0  -9999.00
003 192 034 000 SRF for ABI GOES17 Band-5        -                    SRFA175          0  -9999.00
003 192 035 000 SRF for ABI GOES17 Band-6        -                    SRFA176          0  -9999.00
003 192 036 000 SBT for ABI GOES17 Band-7        K                    SBTA177          0  -9999.00
003 192 037 000 SBT for ABI GOES17 Band-8        K                    SBTA178          0  -9999.00
003 192 038 000 SBT for ABI GOES17 Band-9        K                    SBTA179          0  -9999.00
003 192 039 000 SBT for ABI GOES17 Band-10       K                    SBTA1710         0  -9999.00
003 192 040 000 SBT for ABI GOES17 Band-11       K                    SBTA1711         0  -9999.00
003 192 041 000 SBT for ABI GOES17 Band-12       K                    SBTA1712         0  -9999.00
003 192 042 000 SBT for ABI GOES17 Band-13       K                    SBTA1713         0  -9999.00
003 192 043 000 SBT for ABI GOES17 Band-14       K                    SBTA1714         0  -9999.00
003 192 044 000 SBT for ABI GOES17 Band-15       K                    SBTA1715         0  -9999.00
003 192 045 000 SBT for ABI GOES17 Band-16       K                    SBTA1716         0  -9999.00
!
! Product Discipline 10 - Oceanographic Products
! CATEGORY 0 - Waves category
!D# CT# ID# PD# NAME                             UNITS                GNAM         SCALE   MISSING
!23|123|123|123|12345678901234567890123456789012|12345678901234567890|123456789012|12345|123456.89
010 000 044 000 Benjamin-Feir Index              -                    BENINX           0  -9999.00
010 000 192 000 Wave Steepness                   -                    WSTP             0  -9999.00
010 002 010 000 Zonal vector comp/VIIce int pres Pa/m                 ZVCICEP          0  -9999.00
010 002 011 000 Mer vector comp/VIIce int pres   Pa/m                 MVCICEP          0  -9999.00
010 002 012 000 Compressive Ice Strength         N/m                  CICES            0  -9999.00
010 003 000 000 Water Temperature                K                    WTMP             0  -9999.00
010 003 192 000 Hurricane Storm Surge            m                    HCNSRG           0  -9999.00
010 003 193 000 Extra Tropical Storm Surge       m                    ETSRG            0  -9999.00
010 003 194 000 Ocean Surface Elev Rel to Geoid  m                    OCELEV           0  -9999.00
010 003 250 000 ExtraTropStrmSrg Cmb Surge_Tide  m                    ETCWL            0  -9999.00
010 191 003 000 Days Since Last Observation      d                    DSLOBSO          0  -9999.00
000 016 195 000 Reflectivity                     dbZ                  REFD             0  -9999.00
000 016 198 008 Max. hourly refl. 1km agl        dbZ                  MXBREF           0  -9999.00
000 017 192 000 Max Ltng Threat 3                fl*km^-2/5min        LTG3             0  -9999.00
000 017 192 008 Max Ltng Threat 3                fl*km^-2/5min        LTG3             0  -9999.00
000 016 196 000 Composite Reflectivity           dbZ                  CREF             0  -9999.00
255 255 255 000 RH wrt PW in column              %                    RHCOL            0  -9999.00
000 019 012 000 Planetary Boundary Layer Regime  cat                  PBLREG           0  -9999.00
